Code,Wards (2016),Health Indicator,value
E05000635,Harrow Road; Westminster,"Deaths from all cancer, under 75 years",109.2
E05000636,Hyde Park; Westminster,"Deaths from all cancer, under 75 years",84.3
E05000637,Knightsbridge and Belgravia; Westminster,"Deaths from all cancer, under 75 years",51.8
E05000638,Lancaster Gate; Westminster,"Deaths from all cancer, under 75 years",70.6
E05000639,Little Venice; Westminster,"Deaths from all cancer, under 75 years",86.9
E05000640,Maida Vale; Westminster,"Deaths from all cancer, under 75 years",76.5
E05000641,Marylebone High Street; Westminster,"Deaths from all cancer, under 75 years",59.1
E05000642,Queen's Park; Westminster,"Deaths from all cancer, under 75 years",82.7
E05000643,Regent's Park; Westminster,"Deaths from all cancer, under 75 years",61.5
E05000644,St James's; Westminster,"Deaths from all cancer, under 75 years",55.8
E05000645,Tachbrook; Westminster,"Deaths from all cancer, under 75 years",82.9
E05000646,Vincent Square; Westminster,"Deaths from all cancer, under 75 years",94.3
E05000647,Warwick; Westminster,"Deaths from all cancer, under 75 years",66.1
E05000648,Westbourne; Westminster,"Deaths from all cancer, under 75 years",117.7
E05000649,West End; Westminster,"Deaths from all cancer, under 75 years",99.7
E05009288,Aldersgate; City of London,"Deaths from all cancer, under 75 years",63.2
E05009292,Bishopsgate; City of London,"Deaths from all cancer, under 75 years",0.0
E05009302,Cripplegate; City of London,"Deaths from all cancer, under 75 years",35.9
E05009304,Farringdon Within; City of London,"Deaths from all cancer, under 75 years",0.0
E05009305,Farringdon Without; City of London,"Deaths from all cancer, under 75 years",58.6
E05009308,Portsoken; City of London,"Deaths from all cancer, under 75 years",104.8
E05009309,Queenhithe; City of London,"Deaths from all cancer, under 75 years",347.6
E05009310,Tower; City of London,"Deaths from all cancer, under 75 years",0.0
E05009317,Bethnal Green; Tower Hamlets,"Deaths from all cancer, under 75 years",104.5
E05009318,Blackwall & Cubitt Town; Tower Hamlets,"Deaths from all cancer, under 75 years",86.3
E05009319,Bow East; Tower Hamlets,"Deaths from all cancer, under 75 years",132.9
E05009320,Bow West; Tower Hamlets,"Deaths from all cancer, under 75 years",110.0
E05009321,Bromley North; Tower Hamlets,"Deaths from all cancer, under 75 years",100.6
E05009322,Bromley South; Tower Hamlets,"Deaths from all cancer, under 75 years",134.5
E05009323,Canary Wharf; Tower Hamlets,"Deaths from all cancer, under 75 years",82.6
E05009324,Island Gardens; Tower Hamlets,"Deaths from all cancer, under 75 years",100.8
E05009325,Lansbury; Tower Hamlets,"Deaths from all cancer, under 75 years",117.0
E05009326,Limehouse; Tower Hamlets,"Deaths from all cancer, under 75 years",45.2
E05009327,Mile End; Tower Hamlets,"Deaths from all cancer, under 75 years",112.1
E05009328,Poplar; Tower Hamlets,"Deaths from all cancer, under 75 years",137.0
E05009329,St Dunstan's; Tower Hamlets,"Deaths from all cancer, under 75 years",107.3
E05009330,St Katharine's & Wapping; Tower Hamlets,"Deaths from all cancer, under 75 years",74.1
E05009331,St Peter's; Tower Hamlets,"Deaths from all cancer, under 75 years",122.8
E05009332,Shadwell; Tower Hamlets,"Deaths from all cancer, under 75 years",107.8
E05009333,Spitalfields & Banglatown; Tower Hamlets,"Deaths from all cancer, under 75 years",84.4
E05009334,Stepney Green; Tower Hamlets,"Deaths from all cancer, under 75 years",132.5
E05009335,Weavers; Tower Hamlets,"Deaths from all cancer, under 75 years",123.7
E05009336,Whitechapel; Tower Hamlets,"Deaths from all cancer, under 75 years",86.1
E05009367,Brownswood; Hackney,"Deaths from all cancer, under 75 years",93.6
E05009368,Cazenove; Hackney,"Deaths from all cancer, under 75 years",88.7
E05009369,Clissold; Hackney,"Deaths from all cancer, under 75 years",86.4
E05009370,Dalston; Hackney,"Deaths from all cancer, under 75 years",74.3
E05009371,De Beauvoir; Hackney,"Deaths from all cancer, under 75 years",115.9
E05009372,Hackney Central; Hackney,"Deaths from all cancer, under 75 years",120.7
E05009373,Hackney Downs; Hackney,"Deaths from all cancer, under 75 years",79.0
E05009374,Hackney Wick; Hackney,"Deaths from all cancer, under 75 years",146.2
E05009375,Haggerston; Hackney,"Deaths from all cancer, under 75 years",123.0
E05009376,Homerton; Hackney,"Deaths from all cancer, under 75 years",111.0
E05009377,Hoxton East & Shoreditch; Hackney,"Deaths from all cancer, under 75 years",152.6
E05009378,Hoxton West; Hackney,"Deaths from all cancer, under 75 years",99.0
E05009379,King's Park; Hackney,"Deaths from all cancer, under 75 years",114.4
E05009380,Lea Bridge; Hackney,"Deaths from all cancer, under 75 years",101.0
E05009381,London Fields; Hackney,"Deaths from all cancer, under 75 years",118.7
E05009382,Shacklewell; Hackney,"Deaths from all cancer, under 75 years",119.4
E05009383,Springfield; Hackney,"Deaths from all cancer, under 75 years",82.7
E05009384,Stamford Hill West; Hackney,"Deaths from all cancer, under 75 years",111.7
E05009385,Stoke Newington; Hackney,"Deaths from all cancer, under 75 years",89.1
E05009386,Victoria; Hackney,"Deaths from all cancer, under 75 years",113.7
E05009387,Woodberry Down; Hackney,"Deaths from all cancer, under 75 years",116.0
E05009388,Abingdon; Kensington and Chelsea,"Deaths from all cancer, under 75 years",73.5
E05009389,Brompton & Hans Town; Kensington and Chelsea,"Deaths from all cancer, under 75 years",57.8
E05009390,Campden; Kensington and Chelsea,"Deaths from all cancer, under 75 years",46.5
E05009391,Chelsea Riverside; Kensington and Chelsea,"Deaths from all cancer, under 75 years",97.8
E05009392,Colville; Kensington and Chelsea,"Deaths from all cancer, under 75 years",84.0
E05009393,Courtfield; Kensington and Chelsea,"Deaths from all cancer, under 75 years",42.4
E05009394,Dalgarno; Kensington and Chelsea,"Deaths from all cancer, under 75 years",150.7
E05009395,Earl's Court; Kensington and Chelsea,"Deaths from all cancer, under 75 years",74.2
E05009396,Golborne; Kensington and Chelsea,"Deaths from all cancer, under 75 years",108.1
E05009397,Holland; Kensington and Chelsea,"Deaths from all cancer, under 75 years",78.7
E05009398,Norland; Kensington and Chelsea,"Deaths from all cancer, under 75 years",71.7
E05009399,Notting Dale; Kensington and Chelsea,"Deaths from all cancer, under 75 years",131.2
E05009400,Pembridge; Kensington and Chelsea,"Deaths from all cancer, under 75 years",77.1
E05009401,Queen's Gate; Kensington and Chelsea,"Deaths from all cancer, under 75 years",59.4
E05009402,Redcliffe; Kensington and Chelsea,"Deaths from all cancer, under 75 years",75.3
E05009403,Royal Hospital; Kensington and Chelsea,"Deaths from all cancer, under 75 years",64.1
E05009404,St. Helen's; Kensington and Chelsea,"Deaths from all cancer, under 75 years",99.1
E05009405,Stanley; Kensington and Chelsea,"Deaths from all cancer, under 75 years",83.5
E05000026,Abbey; Barking and Dagenham,"Deaths from circulatory disease, all ages",149.1
E05000027,Alibon; Barking and Dagenham,"Deaths from circulatory disease, all ages",97.4
E05000028,Becontree; Barking and Dagenham,"Deaths from circulatory disease, all ages",124.9
E05000029,Chadwell Heath; Barking and Dagenham,"Deaths from circulatory disease, all ages",94.5
E05000030,Eastbrook; Barking and Dagenham,"Deaths from circulatory disease, all ages",103.8
E05000031,Eastbury; Barking and Dagenham,"Deaths from circulatory disease, all ages",100.2
E05000032,Gascoigne; Barking and Dagenham,"Deaths from circulatory disease, all ages",153.1
E05000033,Goresbrook; Barking and Dagenham,"Deaths from circulatory disease, all ages",109.8
E05000034,Heath; Barking and Dagenham,"Deaths from circulatory disease, all ages",102.9
E05000035,Longbridge; Barking and Dagenham,"Deaths from circulatory disease, all ages",75.7
E05000036,Mayesbrook; Barking and Dagenham,"Deaths from circulatory disease, all ages",109.8
E05000037,Parsloes; Barking and Dagenham,"Deaths from circulatory disease, all ages",111.9
E05000038,River; Barking and Dagenham,"Deaths from circulatory disease, all ages",130.9
E05000039,Thames; Barking and Dagenham,"Deaths from circulatory disease, all ages",95.8
E05000040,Valence; Barking and Dagenham,"Deaths from circulatory disease, all ages",118.4
E05000041,Village; Barking and Dagenham,"Deaths from circulatory disease, all ages",123.3
E05000042,Whalebone; Barking and Dagenham,"Deaths from circulatory disease, all ages",104.8
E05000043,Brunswick Park; Barnet,"Deaths from circulatory disease, all ages",94.9
E05000044,Burnt Oak; Barnet,"Deaths from circulatory disease, all ages",151.1
E05000045,Childs Hill; Barnet,"Deaths from circulatory disease, all ages",118.6
E05000046,Colindale; Barnet,"Deaths from circulatory disease, all ages",88.9
E05000047,Coppetts; Barnet,"Deaths from circulatory disease, all ages",171.6
E05000048,East Barnet; Barnet,"Deaths from circulatory disease, all ages",86.3
E05000049,East Finchley; Barnet,"Deaths from circulatory disease, all ages",97.0
E05000050,Edgware; Barnet,"Deaths from circulatory disease, all ages",71.5
E05000051,Finchley Church End; Barnet,"Deaths from circulatory disease, all ages",69.7
E05000052,Garden Suburb; Barnet,"Deaths from circulatory disease, all ages",71.6
E05000053,Golders Green; Barnet,"Deaths from circulatory disease, all ages",106.1
E05000054,Hale; Barnet,"Deaths from circulatory disease, all ages",81.8
E05000055,Hendon; Barnet,"Deaths from circulatory disease, all ages",103.5
E05000056,High Barnet; Barnet,"Deaths from circulatory disease, all ages",112.3
E05000057,Mill Hill; Barnet,"Deaths from circulatory disease, all ages",73.3
E05000058,Oakleigh; Barnet,"Deaths from circulatory disease, all ages",100.6
E05000059,Totteridge; Barnet,"Deaths from circulatory disease, all ages",79.9
E05000060,Underhill; Barnet,"Deaths from circulatory disease, all ages",127.0
E05000061,West Finchley; Barnet,"Deaths from circulatory disease, all ages",124.0
E05000062,West Hendon; Barnet,"Deaths from circulatory disease, all ages",90.1
E05000063,Woodhouse; Barnet,"Deaths from circulatory disease, all ages",94.9
E05000064,Barnehurst; Bexley,"Deaths from circulatory disease, all ages",95.3
E05000065,Belvedere; Bexley,"Deaths from circulatory disease, all ages",95.0
E05000066,Blackfen and Lamorbey; Bexley,"Deaths from circulatory disease, all ages",68.0
E05000067,Blendon and Penhill; Bexley,"Deaths from circulatory disease, all ages",94.7
E05000068,Brampton; Bexley,"Deaths from circulatory disease, all ages",71.6
E05000069,Christchurch; Bexley,"Deaths from circulatory disease, all ages",97.7
E05000070,Colyers; Bexley,"Deaths from circulatory disease, all ages",87.4
E05000071,Crayford; Bexley,"Deaths from circulatory disease, all ages",94.7
E05000072,Cray Meadows; Bexley,"Deaths from circulatory disease, all ages",109.7
E05000073,Danson Park; Bexley,"Deaths from circulatory disease, all ages",96.8
E05000074,East Wickham; Bexley,"Deaths from circulatory disease, all ages",98.1
E05000075,Erith; Bexley,"Deaths from circulatory disease, all ages",103.9
E05000076,Falconwood and Welling; Bexley,"Deaths from circulatory disease, all ages",81.3
E05000077,Lesnes Abbey; Bexley,"Deaths from circulatory disease, all ages",101.2
E05000078,Longlands; Bexley,"Deaths from circulatory disease, all ages",103.1
E05000079,North End; Bexley,"Deaths from circulatory disease, all ages",144.7
E05000080,Northumberland Heath; Bexley,"Deaths from circulatory disease, all ages",78.9
E05000081,St Mary's; Bexley,"Deaths from circulatory disease, all ages",75.7
E05000082,St Michael's; Bexley,"Deaths from circulatory disease, all ages",92.6
E05000083,Sidcup; Bexley,"Deaths from circulatory disease, all ages",119.0
E05000084,Thamesmead East; Bexley,"Deaths from circulatory disease, all ages",108.7
E05000085,Alperton; Brent,"Deaths from circulatory disease, all ages",108.0
E05000086,Barnhill; Brent,"Deaths from circulatory disease, all ages",174.4
E05000087,Brondesbury Park; Brent,"Deaths from circulatory disease, all ages",88.5
E05000088,Dollis Hill; Brent,"Deaths from circulatory disease, all ages",86.8
E05000089,Dudden Hill; Brent,"Deaths from circulatory disease, all ages",97.2
E05000090,Fryent; Brent,"Deaths from circulatory disease, all ages",110.0
E05000091,Harlesden; Brent,"Deaths from circulatory disease, all ages",128.5
E05000092,Kensal Green; Brent,"Deaths from circulatory disease, all ages",109.3
E05000093,Kenton; Brent,"Deaths from circulatory disease, all ages",70.0
E05000094,Kilburn; Brent,"Deaths from circulatory disease, all ages",96.8
E05000095,Mapesbury; Brent,"Deaths from circulatory disease, all ages",115.3
E05000096,Northwick Park; Brent,"Deaths from circulatory disease, all ages",94.0
E05000097,Preston; Brent,"Deaths from circulatory disease, all ages",99.5
E05000098,Queens Park; Brent,"Deaths from circulatory disease, all ages",103.4
E05000099,Queensbury; Brent,"Deaths from circulatory disease, all ages",120.6
E05000100,Stonebridge; Brent,"Deaths from circulatory disease, all ages",133.9
E05000101,Sudbury; Brent,"Deaths from circulatory disease, all ages",138.1
E05000102,Tokyngton; Brent,"Deaths from circulatory disease, all ages",132.1
E05000103,Welsh Harp; Brent,"Deaths from circulatory disease, all ages",121.3
E05000104,Wembley Central; Brent,"Deaths from circulatory disease, all ages",115.4
E05000105,Willesden Green; Brent,"Deaths from circulatory disease, all ages",119.5
E05000106,Bickley; Bromley,"Deaths from circulatory disease, all ages",116.4
E05000107,Biggin Hill; Bromley,"Deaths from circulatory disease, all ages",78.1
E05000108,Bromley Common and Keston; Bromley,"Deaths from circulatory disease, all ages",96.8
E05000109,Bromley Town; Bromley,"Deaths from circulatory disease, all ages",103.4
E05000110,Chelsfield and Pratts Bottom; Bromley,"Deaths from circulatory disease, all ages",75.3
E05000111,Chislehurst; Bromley,"Deaths from circulatory disease, all ages",94.2
E05000112,Clock House; Bromley,"Deaths from circulatory disease, all ages",89.5
E05000113,Copers Cope; Bromley,"Deaths from circulatory disease, all ages",94.6
E05000114,Cray Valley East; Bromley,"Deaths from circulatory disease, all ages",103.5
E05000115,Cray Valley West; Bromley,"Deaths from circulatory disease, all ages",108.0
E05000116,Crystal Palace; Bromley,"Deaths from circulatory disease, all ages",129.8
E05000117,Darwin; Bromley,"Deaths from circulatory disease, all ages",95.1
E05000118,Farnborough and Crofton; Bromley,"Deaths from circulatory disease, all ages",66.7
E05000119,Hayes and Coney Hall; Bromley,"Deaths from circulatory disease, all ages",88.4
E05000120,Kelsey and Eden Park; Bromley,"Deaths from circulatory disease, all ages",78.5
E05000121,Mottingham and Chislehurst North; Bromley,"Deaths from circulatory disease, all ages",102.4
E05000122,Orpington; Bromley,"Deaths from circulatory disease, all ages",84.0
E05000123,Penge and Cator; Bromley,"Deaths from circulatory disease, all ages",103.5
E05000124,Petts Wood and Knoll; Bromley,"Deaths from circulatory disease, all ages",68.2
E05000125,Plaistow and Sundridge; Bromley,"Deaths from circulatory disease, all ages",105.7
E05000126,Shortlands; Bromley,"Deaths from circulatory disease, all ages",75.6
E05000127,West Wickham; Bromley,"Deaths from circulatory disease, all ages",82.4
E05000128,Belsize; Camden,"Deaths from circulatory disease, all ages",60.8
E05000129,Bloomsbury; Camden,"Deaths from circulatory disease, all ages",74.2
E05000130,Camden Town with Primrose Hill; Camden,"Deaths from circulatory disease, all ages",64.2
E05000131,Cantelowes; Camden,"Deaths from circulatory disease, all ages",90.3
E05000132,Fortune Green; Camden,"Deaths from circulatory disease, all ages",71.9
E05000133,Frognal and Fitzjohns; Camden,"Deaths from circulatory disease, all ages",49.1
E05000134,Gospel Oak; Camden,"Deaths from circulatory disease, all ages",68.1
E05000135,Hampstead Town; Camden,"Deaths from circulatory disease, all ages",47.7
